Crate = 0-17
Card = 0-7 within the crate
Tower = 0-31 covers 4 x 8 covered by the card
EMAddr(0:8) = EMFGBit(0:0)+CompressedEMET(1:8)
HDAddr(0:8) = HDFGBit(0:0)+CompressedHDET(1:8) - note: HDFGBit(0:0) is not part of the hardware LUT address
LutOut(0:17)= LinearEMET(0:6)+HoEFGVetoBit(7:7)+LinearJetET(8:16)+ActivityBit(17:17)
Event	Crate	Card	Tower	EMAddr	HDAddr	LUTOut
0	4	1	17	0	0	0
0	4	1	18	0	0	0
0	4	1	19	0	0	0
0	4	1	1a	0	0	0
0	4	1	1b	0	0	0
0	4	1	1c	0	0	0
0	4	1	1d	0	0	0
0	4	1	1e	0	0	0
0	4	1	1f	0	0	0
0	4	2	0	0	0	0
0	4	2	1	0	0	0
0	4	2	2	0	0	0
0	4	2	3	0	0	0
0	4	2	4	0	0	0
0	4	2	5	0	0	0
0	4	2	6	0	0	0
0	4	2	7	0	0	0
0	4	2	8	0	0	0
0	4	2	9	0	0	0
0	4	2	a	0	0	0
0	4	2	b	b	0	b
0	4	2	c	0	0	0
0	4	2	d	0	0	0
0	4	2	e	0	0	0
0	4	2	f	0	0	0
0	4	2	10	0	0	0
0	4	2	11	0	0	0
0	4	2	12	0	0	0
0	4	2	13	0	0	0
0	4	2	14	0	0	0
0	4	2	15	0	0	0
0	4	2	16	0	0	0
0	4	2	17	0	0	0
0	4	2	18	0	0	0
0	4	2	19	0	0	0
0	4	2	1a	0	0	0
0	4	2	1b	0	0	0
0	4	2	1c	0	0	0
0	4	2	1d	0	0	0
0	4	2	1e	0	0	0
0	4	2	1f	0	0	0
0	4	3	0	0	0	0
0	4	3	1	0	0	0
0	4	3	2	0	0	0
0	4	3	3	0	0	0
0	4	3	4	0	0	0
0	4	3	5	0	0	0
0	4	3	6	0	0	0
0	4	3	7	0	0	0
0	4	3	8	0	0	0
0	4	3	9	0	0	0
0	4	3	a	0	0	0
0	4	3	b	1e	0	1e
0	4	3	c	0	0	0
0	4	3	d	0	0	0
0	4	3	e	0	0	0
0	4	3	f	0	0	0
0	4	3	10	0	0	0
0	4	3	11	0	0	0
0	4	3	12	0	0	0
0	4	3	13	0	0	0
0	4	3	14	0	0	0
0	4	3	15	0	0	0
0	4	3	16	0	0	0
0	4	3	17	0	0	0
0	4	3	18	0	0	0
0	4	3	19	0	0	0
0	4	3	1a	0	0	0
0	4	3	1b	0	0	0
0	4	3	1c	0	0	0
0	4	3	1d	0	0	0
0	4	3	1e	0	0	0
0	4	3	1f	0	0	0
0	4	4	0	0	0	0
0	4	4	1	0	0	0
0	4	4	2	0	0	0
0	4	4	3	0	0	0
0	4	4	4	0	0	0
0	4	4	5	0	0	0
0	4	4	6	0	0	0
0	4	4	7	0	0	0
0	4	4	8	0	0	0
0	4	4	9	0	0	0
0	4	4	a	0	0	0
0	4	4	b	0	0	0
0	4	4	c	0	0	0
0	4	4	d	0	0	0
0	4	4	e	0	0	0
0	4	4	f	0	0	0
0	4	4	10	0	0	0
0	4	4	11	0	0	0
0	4	4	12	0	0	0
0	4	4	13	0	0	0
0	4	4	14	0	0	0
0	4	4	15	0	0	0
0	4	4	16	0	0	0
0	4	4	17	0	0	0
0	4	4	18	0	0	0
0	4	4	19	0	0	0
0	4	4	1a	0	0	0
0	4	4	1b	0	0	0
0	4	4	1c	0	0	0
0	4	4	1d	0	0	0
0	4	4	1e	0	0	0
0	4	4	1f	0	0	0
0	4	5	0	0	0	0
0	4	5	1	0	0	0
0	4	5	2	0	0	0
0	4	5	3	0	0	0
0	4	5	4	0	0	0
0	4	5	5	0	0	0
0	4	5	6	0	0	0
0	4	5	7	0	0	0
0	4	5	8	0	0	0
0	4	5	9	0	0	0
0	4	5	a	0	0	0
0	4	5	b	0	0	0
0	4	5	c	0	0	0
0	4	5	d	0	0	0
0	4	5	e	0	0	0
0	4	5	f	0	0	0
0	4	5	10	0	0	0
0	4	5	11	0	0	0
0	4	5	12	0	0	0
0	4	5	13	0	0	0
0	4	5	14	0	0	0
0	4	5	15	0	0	0
0	4	5	16	0	0	0
0	4	5	17	0	0	0
0	4	5	18	0	0	0
0	4	5	19	0	0	0
0	4	5	1a	0	0	0
0	4	5	1b	0	0	0
0	4	5	1c	0	0	0
0	4	5	1d	0	0	0
0	4	5	1e	0	0	0
0	4	5	1f	0	0	0
0	4	6	0	0	0	0
0	4	6	1	0	0	0
0	4	6	2	0	0	0
0	4	6	3	0	0	0
0	4	6	4	0	0	0
0	4	6	5	0	0	0
0	4	6	6	0	0	0
0	4	6	7	0	0	0
0	4	6	8	0	0	0
0	4	6	9	0	0	0
0	4	6	a	0	0	0
0	4	6	b	0	0	0
0	4	6	c	0	0	0
0	4	6	d	0	0	0
0	4	6	e	0	0	0
0	4	6	f	0	0	0
0	4	6	10	0	0	0
0	4	6	11	0	0	0
0	4	6	12	0	0	0
0	4	6	13	0	0	0
0	4	6	14	0	0	0
0	4	6	15	0	0	0
0	4	6	16	0	0	0
0	4	6	17	0	0	0
0	4	6	18	0	0	0
0	4	6	19	0	0	0
0	4	6	1a	0	0	0
0	4	6	1b	0	0	0
0	4	6	1c	0	0	0
0	4	6	1d	0	0	0
0	4	6	1e	0	0	0
0	4	6	1f	0	0	0
0	5	0	0	0	0	0
0	5	0	1	0	0	0
0	5	0	2	0	0	0
0	5	0	3	0	0	0
0	5	0	4	0	0	0
0	5	0	5	0	0	0
0	5	0	6	0	0	0
0	5	0	7	0	0	0
0	5	0	8	0	0	0
0	5	0	9	0	0	0
0	5	0	a	0	0	0
0	5	0	b	2e	0	2e
0	5	0	c	0	0	0
0	5	0	d	0	0	0
0	5	0	e	0	0	0
0	5	0	f	0	0	0
0	5	0	10	0	0	0
0	5	0	11	0	0	0
0	5	0	12	0	0	0
0	5	0	13	0	0	0
0	5	0	14	0	0	0
0	5	0	15	0	0	0
0	5	0	16	0	0	0
0	5	0	17	0	0	0
0	5	0	18	0	0	0
0	5	0	19	0	0	0
0	5	0	1a	0	0	0
0	5	0	1b	0	0	0
0	5	0	1c	0	0	0
0	5	0	1d	0	0	0
0	5	0	1e	0	0	0
0	5	0	1f	0	0	0
0	5	1	0	0	0	0
0	5	1	1	0	0	0
0	5	1	2	0	0	0
0	5	1	3	0	0	0
0	5	1	4	0	0	0
0	5	1	5	0	0	0
0	5	1	6	0	0	0
0	5	1	7	0	0	0
0	5	1	8	0	0	0
0	5	1	9	0	0	0
0	5	1	a	0	0	0
0	5	1	b	3f	0	3f
0	5	1	c	0	0	0
0	5	1	d	0	0	0
0	5	1	e	0	0	0
0	5	1	f	0	0	0
0	5	1	10	0	0	0
0	5	1	11	0	0	0
0	5	1	12	0	0	0
0	5	1	13	0	0	0
0	5	1	14	0	0	0
0	5	1	15	0	0	0
0	5	1	16	0	0	0
0	5	1	17	0	0	0
0	5	1	18	0	0	0
0	5	1	19	0	0	0
0	5	1	1a	0	0	0
0	5	1	1b	0	0	0
0	5	1	1c	0	0	0
0	5	1	1d	0	0	0
0	5	1	1e	0	0	0
0	5	1	1f	0	0	0
0	5	2	0	0	0	0
0	5	2	1	0	0	0
0	5	2	2	0	0	0
0	5	2	3	0	0	0
0	5	2	4	0	0	0
0	5	2	5	0	0	0
0	5	2	6	0	0	0
0	5	2	7	0	0	0
0	5	2	8	0	0	0
0	5	2	9	0	0	0
0	5	2	a	0	0	0
0	5	2	b	b	0	b
0	5	2	c	0	0	0
0	5	2	d	0	0	0
0	5	2	e	0	0	0
0	5	2	f	0	0	0
0	5	2	10	0	0	0
0	5	2	11	0	0	0
0	5	2	12	0	0	0
0	5	2	13	0	0	0
0	5	2	14	0	0	0
0	5	2	15	0	0	0
0	5	2	16	0	0	0
0	5	2	17	0	0	0
0	5	2	18	0	0	0
0	5	2	19	0	0	0
0	5	2	1a	0	0	0
0	5	2	1b	0	0	0
0	5	2	1c	0	0	0
0	5	2	1d	0	0	0
0	5	2	1e	0	0	0
0	5	2	1f	0	0	0
0	5	3	0	0	0	0
0	5	3	1	0	0	0
0	5	3	2	0	0	0
0	5	3	3	0	0	0
0	5	3	4	0	0	0
0	5	3	5	0	0	0
0	5	3	6	0	0	0
0	5	3	7	0	0	0
0	5	3	8	0	0	0
0	5	3	9	0	0	0
0	5	3	a	0	0	0
0	5	3	b	1e	0	1e
0	5	3	c	0	0	0
0	5	3	d	0	0	0
0	5	3	e	0	0	0
0	5	3	f	0	0	0
0	5	3	10	0	0	0
0	5	3	11	0	0	0
0	5	3	12	0	0	0
0	5	3	13	0	0	0
0	5	3	14	0	0	0
0	5	3	15	0	0	0
0	5	3	16	0	0	0
0	5	3	17	0	0	0
0	5	3	18	0	0	0
0	5	3	19	0	0	0
0	5	3	1a	0	0	0
0	5	3	1b	0	0	0
0	5	3	1c	0	0	0
0	5	3	1d	0	0	0
0	5	3	1e	0	0	0
0	5	3	1f	0	0	0
0	5	4	0	0	0	0
0	5	4	1	0	0	0
0	5	4	2	0	0	0
0	5	4	3	0	0	0
0	5	4	4	0	0	0
0	5	4	5	0	0	0
0	5	4	6	0	0	0
0	5	4	7	0	0	0
0	5	4	8	0	0	0
0	5	4	9	0	0	0
0	5	4	a	0	0	0
0	5	4	b	0	0	0
0	5	4	c	0	0	0
0	5	4	d	0	0	0
0	5	4	e	0	0	0
0	5	4	f	0	0	0
0	5	4	10	0	0	0
0	5	4	11	0	0	0
0	5	4	12	0	0	0
0	5	4	13	0	0	0
0	5	4	14	0	0	0
0	5	4	15	0	0	0
0	5	4	16	0	0	0
0	5	4	17	0	0	0
0	5	4	18	0	0	0
0	5	4	19	0	0	0
0	5	4	1a	0	0	0
0	5	4	1b	0	0	0
0	5	4	1c	0	0	0
0	5	4	1d	0	0	0
0	5	4	1e	0	0	0
0	5	4	1f	0	0	0
0	5	5	0	0	0	0
0	5	5	1	0	0	0
0	5	5	2	0	0	0
0	5	5	3	0	0	0
0	5	5	4	0	0	0
0	5	5	5	0	0	0
0	5	5	6	0	0	0
0	5	5	7	0	0	0
0	5	5	8	0	0	0
0	5	5	9	0	0	0
0	5	5	a	0	0	0
0	5	5	b	0	0	0
0	5	5	c	0	0	0
0	5	5	d	0	0	0
0	5	5	e	0	0	0
0	5	5	f	0	0	0
0	5	5	10	0	0	0
0	5	5	11	0	0	0
0	5	5	12	0	0	0
0	5	5	13	0	0	0
0	5	5	14	0	0	0
0	5	5	15	0	0	0
0	5	5	16	0	0	0
0	5	5	17	0	0	0
0	5	5	18	0	0	0
0	5	5	19	0	0	0
0	5	5	1a	0	0	0
0	5	5	1b	0	0	0
0	5	5	1c	0	0	0
0	5	5	1d	0	0	0
0	5	5	1e	0	0	0
0	5	5	1f	0	0	0
0	5	6	0	0	0	0
0	5	6	1	0	0	0
0	5	6	2	0	0	0
0	5	6	3	0	0	0
0	5	6	4	0	0	0
0	5	6	5	0	0	0
0	5	6	6	0	0	0
0	5	6	7	0	0	0
0	5	6	8	0	0	0
0	5	6	9	0	0	0
0	5	6	a	0	0	0
0	5	6	b	0	0	0
0	5	6	c	0	0	0
0	5	6	d	0	0	0
0	5	6	e	0	0	0
0	5	6	f	0	0	0
0	5	6	10	0	0	0
0	5	6	11	0	0	0
0	5	6	12	0	0	0
0	5	6	13	0	0	0
0	5	6	14	0	0	0
0	5	6	15	0	0	0
0	5	6	16	0	0	0
0	5	6	17	0	0	0
0	5	6	18	0	0	0
0	5	6	19	0	0	0
0	5	6	1a	0	0	0
0	5	6	1b	0	0	0
0	5	6	1c	0	0	0
0	5	6	1d	0	0	0
0	5	6	1e	0	0	0
0	5	6	1f	0	0	0
0	6	0	0	0	0	0
0	6	0	1	0	0	0
0	6	0	2	0	0	0
0	6	0	3	0	0	0
0	6	0	4	0	0	0
0	6	0	5	0	0	0
0	6	0	6	0	0	0
0	6	0	7	0	0	0
0	6	0	8	0	0	0
0	6	0	9	0	0	0
0	6	0	a	0	0	0
0	6	0	b	2e	0	2e
0	6	0	c	0	0	0
0	6	0	d	0	0	0
0	6	0	e	0	0	0
0	6	0	f	0	0	0
0	6	0	10	0	0	0
0	6	0	11	0	0	0
0	6	0	12	0	0	0
0	6	0	13	0	0	0
0	6	0	14	0	0	0
0	6	0	15	0	0	0
0	6	0	16	0	0	0
0	6	0	17	0	0	0
0	6	0	18	0	0	0
0	6	0	19	0	0	0
0	6	0	1a	0	0	0
0	6	0	1b	0	0	0
0	6	0	1c	0	0	0
0	6	0	1d	0	0	0
0	6	0	1e	0	0	0
0	6	0	1f	0	0	0
0	6	1	0	0	0	0
0	6	1	1	0	0	0
0	6	1	2	0	0	0
0	6	1	3	0	0	0
0	6	1	4	0	0	0
0	6	1	5	0	0	0
0	6	1	6	0	0	0
0	6	1	7	0	0	0
0	6	1	8	0	0	0
0	6	1	9	0	0	0
0	6	1	a	0	0	0
0	6	1	b	3f	0	3f
0	6	1	c	0	0	0
0	6	1	d	0	0	0
0	6	1	e	0	0	0
0	6	1	f	0	0	0
0	6	1	10	0	0	0
0	6	1	11	0	0	0
0	6	1	12	0	0	0
0	6	1	13	0	0	0
0	6	1	14	0	0	0
0	6	1	15	0	0	0
0	6	1	16	0	0	0
0	6	1	17	0	0	0
0	6	1	18	0	0	0
0	6	1	19	0	0	0
0	6	1	1a	0	0	0
0	6	1	1b	0	0	0
0	6	1	1c	0	0	0
0	6	1	1d	0	0	0
0	6	1	1e	0	0	0
0	6	1	1f	0	0	0
0	6	2	0	0	0	0
0	6	2	1	0	0	0
0	6	2	2	0	0	0
0	6	2	3	0	0	0
0	6	2	4	0	0	0
0	6	2	5	0	0	0
0	6	2	6	0	0	0
0	6	2	7	0	0	0
0	6	2	8	0	0	0
0	6	2	9	0	0	0
0	6	2	a	0	0	0
0	6	2	b	b	0	b
0	6	2	c	0	0	0
0	6	2	d	0	0	0
0	6	2	e	0	0	0
0	6	2	f	0	0	0
0	6	2	10	0	0	0
0	6	2	11	0	0	0
0	6	2	12	0	0	0
0	6	2	13	0	0	0
0	6	2	14	0	0	0
0	6	2	15	0	0	0
0	6	2	16	0	0	0
0	6	2	17	0	0	0
0	6	2	18	0	0	0
0	6	2	19	0	0	0
0	6	2	1a	0	0	0
0	6	2	1b	0	0	0
0	6	2	1c	0	0	0
0	6	2	1d	0	0	0
0	6	2	1e	0	0	0
0	6	2	1f	0	0	0
0	6	3	0	0	0	0
0	6	3	1	0	0	0
0	6	3	2	0	0	0
0	6	3	3	0	0	0
0	6	3	4	0	0	0
0	6	3	5	0	0	0
0	6	3	6	0	0	0
0	6	3	7	0	0	0
0	6	3	8	0	0	0
0	6	3	9	0	0	0
0	6	3	a	0	0	0
0	6	3	b	1e	0	1e
0	6	3	c	0	0	0
0	6	3	d	0	0	0
0	6	3	e	0	0	0
0	6	3	f	0	0	0
0	6	3	10	0	0	0
0	6	3	11	0	0	0
0	6	3	12	0	0	0
0	6	3	13	0	0	0
0	6	3	14	0	0	0
0	6	3	15	0	0	0
0	6	3	16	0	0	0
0	6	3	17	0	0	0
0	6	3	18	0	0	0
0	6	3	19	0	0	0
0	6	3	1a	0	0	0
0	6	3	1b	0	0	0
0	6	3	1c	0	0	0
0	6	3	1d	0	0	0
0	6	3	1e	0	0	0
0	6	3	1f	0	0	0
0	6	4	0	0	0	0
0	6	4	1	0	0	0
0	6	4	2	0	0	0
0	6	4	3	0	0	0
0	6	4	4	0	0	0
0	6	4	5	0	0	0
0	6	4	6	0	0	0
0	6	4	7	0	0	0
0	6	4	8	0	0	0
0	6	4	9	0	0	0
0	6	4	a	0	0	0
0	6	4	b	0	0	0
0	6	4	c	0	0	0
0	6	4	d	0	0	0
0	6	4	e	0	0	0
0	6	4	f	0	0	0
0	6	4	10	0	0	0
0	6	4	11	0	0	0
0	6	4	12	0	0	0
0	6	4	13	0	0	0
0	6	4	14	0	0	0
0	6	4	15	0	0	0
0	6	4	16	0	0	0
0	6	4	17	0	0	0
0	6	4	18	0	0	0
0	6	4	19	0	0	0
0	6	4	1a	0	0	0
0	6	4	1b	0	0	0
0	6	4	1c	0	0	0
0	6	4	1d	0	0	0
0	6	4	1e	0	0	0
0	6	4	1f	0	0	0
0	6	5	0	0	0	0
0	6	5	1	0	0	0
0	6	5	2	0	0	0
0	6	5	3	0	0	0
0	6	5	4	0	0	0
0	6	5	5	0	0	0
0	6	5	6	0	0	0
0	6	5	7	0	0	0
0	6	5	8	0	0	0
0	6	5	9	0	0	0
0	6	5	a	0	0	0
0	6	5	b	0	0	0
0	6	5	c	0	0	0
0	6	5	d	0	0	0
0	6	5	e	0	0	0
0	6	5	f	0	0	0
0	6	5	10	0	0	0
0	6	5	11	0	0	0
0	6	5	12	0	0	0
0	6	5	13	0	0	0
0	6	5	14	0	0	0
0	6	5	15	0	0	0
0	6	5	16	0	0	0
0	6	5	17	0	0	0
0	6	5	18	0	0	0
0	6	5	19	0	0	0
0	6	5	1a	0	0	0
0	6	5	1b	0	0	0
0	6	5	1c	0	0	0
0	6	5	1d	0	0	0
0	6	5	1e	0	0	0
0	6	5	1f	0	0	0
0	6	6	0	0	0	0
0	6	6	1	0	0	0
0	6	6	2	0	0	0
0	6	6	3	0	0	0
0	6	6	4	0	0	0
0	6	6	5	0	0	0
0	6	6	6	0	0	0
0	6	6	7	0	0	0
0	6	6	8	0	0	0
0	6	6	9	0	0	0
0	6	6	a	0	0	0
0	6	6	b	0	0	0
0	6	6	c	0	0	0
0	6	6	d	0	0	0
0	6	6	e	0	0	0
0	6	6	f	0	0	0
0	6	6	10	0	0	0
0	6	6	11	0	0	0
0	6	6	12	0	0	0
0	6	6	13	0	0	0
0	6	6	14	0	0	0
0	6	6	15	0	0	0
0	6	6	16	0	0	0
0	6	6	17	0	0	0
0	6	6	18	0	0	0
0	6	6	19	0	0	0
0	6	6	1a	0	0	0
0	6	6	1b	0	0	0
0	6	6	1c	0	0	0
0	6	6	1d	0	0	0
0	6	6	1e	0	0	0
0	6	6	1f	0	0	0
0	7	0	0	0	0	0
0	7	0	1	0	0	0
0	7	0	2	0	0	0
0	7	0	3	0	0	0
0	7	0	4	0	0	0
0	7	0	5	0	0	0
0	7	0	6	0	0	0
0	7	0	7	0	0	0
0	7	0	8	0	0	0
0	7	0	9	0	0	0
0	7	0	a	0	0	0
0	7	0	b	2e	0	2e
0	7	0	c	0	0	0
0	7	0	d	0	0	0
0	7	0	e	0	0	0
0	7	0	f	0	0	0
0	7	0	10	0	0	0
0	7	0	11	0	0	0
0	7	0	12	0	0	0
0	7	0	13	0	0	0
0	7	0	14	0	0	0
0	7	0	15	0	0	0
0	7	0	16	0	0	0
0	7	0	17	0	0	0
0	7	0	18	0	0	0
0	7	0	19	0	0	0
0	7	0	1a	0	0	0
0	7	0	1b	0	0	0
0	7	0	1c	0	0	0
0	7	0	1d	0	0	0
0	7	0	1e	0	0	0
0	7	0	1f	0	0	0
0	7	1	0	0	0	0
0	7	1	1	0	0	0
0	7	1	2	0	0	0
0	7	1	3	0	0	0
0	7	1	4	0	0	0
0	7	1	5	0	0	0
0	7	1	6	0	0	0
0	7	1	7	0	0	0
0	7	1	8	0	0	0
0	7	1	9	0	0	0
0	7	1	a	0	0	0
0	7	1	b	3f	0	3f
0	7	1	c	0	0	0
0	7	1	d	0	0	0
0	7	1	e	0	0	0
0	7	1	f	0	0	0
0	7	1	10	0	0	0
0	7	1	11	0	0	0
0	7	1	12	0	0	0
0	7	1	13	0	0	0
0	7	1	14	0	0	0
0	7	1	15	0	0	0
0	7	1	16	0	0	0
0	7	1	17	0	0	0
0	7	1	18	0	0	0
0	7	1	19	0	0	0
0	7	1	1a	0	0	0
0	7	1	1b	0	0	0
0	7	1	1c	0	0	0
0	7	1	1d	0	0	0
0	7	1	1e	0	0	0
0	7	1	1f	0	0	0
0	7	2	0	0	0	0
0	7	2	1	0	0	0
0	7	2	2	0	0	0
0	7	2	3	0	0	0
0	7	2	4	0	0	0
0	7	2	5	0	0	0
0	7	2	6	0	0	0
0	7	2	7	0	0	0
0	7	2	8	0	0	0
0	7	2	9	0	0	0
0	7	2	a	0	0	0
0	7	2	b	b	0	b
0	7	2	c	0	0	0
0	7	2	d	0	0	0
0	7	2	e	0	0	0
0	7	2	f	0	0	0
0	7	2	10	0	0	0
0	7	2	11	0	0	0
0	7	2	12	0	0	0
0	7	2	13	0	0	0
0	7	2	14	0	0	0
0	7	2	15	0	0	0
0	7	2	16	0	0	0
0	7	2	17	0	0	0
0	7	2	18	0	0	0
0	7	2	19	0	0	0
0	7	2	1a	0	0	0
0	7	2	1b	0	0	0
0	7	2	1c	0	0	0
0	7	2	1d	0	0	0
0	7	2	1e	0	0	0
0	7	2	1f	0	0	0
0	7	3	0	0	0	0
0	7	3	1	0	0	0
0	7	3	2	0	0	0
0	7	3	3	0	0	0
0	7	3	4	0	0	0
0	7	3	5	0	0	0
0	7	3	6	0	0	0
0	7	3	7	0	0	0
0	7	3	8	0	0	0
0	7	3	9	0	0	0
0	7	3	a	0	0	0
0	7	3	b	1e	0	1e
0	7	3	c	0	0	0
0	7	3	d	0	0	0
0	7	3	e	0	0	0
0	7	3	f	0	0	0
0	7	3	10	0	0	0
0	7	3	11	0	0	0
0	7	3	12	0	0	0
0	7	3	13	0	0	0
0	7	3	14	0	0	0
0	7	3	15	0	0	0
0	7	3	16	0	0	0
0	7	3	17	0	0	0
0	7	3	18	0	0	0
0	7	3	19	0	0	0
0	7	3	1a	0	0	0
0	7	3	1b	0	0	0
0	7	3	1c	0	0	0
0	7	3	1d	0	0	0
0	7	3	1e	0	0	0
0	7	3	1f	0	0	0
0	7	4	0	0	0	0
0	7	4	1	0	0	0
0	7	4	2	0	0	0
0	7	4	3	0	0	0
0	7	4	4	0	0	0
0	7	4	5	0	0	0
0	7	4	6	0	0	0
0	7	4	7	0	0	0
0	7	4	8	0	0	0
0	7	4	9	0	0	0
0	7	4	a	0	0	0
0	7	4	b	0	0	0
0	7	4	c	0	0	0
0	7	4	d	0	0	0
0	7	4	e	0	0	0
0	7	4	f	0	0	0
0	7	4	10	0	0	0
0	7	4	11	0	0	0
0	7	4	12	0	0	0
0	7	4	13	0	0	0
0	7	4	14	0	0	0
0	7	4	15	0	0	0
0	7	4	16	0	0	0
0	7	4	17	0	0	0
0	7	4	18	0	0	0
0	7	4	19	0	0	0
0	7	4	1a	0	0	0
0	7	4	1b	0	0	0
0	7	4	1c	0	0	0
0	7	4	1d	0	0	0
0	7	4	1e	0	0	0
0	7	4	1f	0	0	0
0	7	5	0	0	0	0
0	7	5	1	0	0	0
0	7	5	2	0	0	0
0	7	5	3	0	0	0
0	7	5	4	0	0	0
0	7	5	5	0	0	0
0	7	5	6	0	0	0
0	7	5	7	0	0	0
0	7	5	8	0	0	0
0	7	5	9	0	0	0
0	7	5	a	0	0	0
0	7	5	b	0	0	0
0	7	5	c	0	0	0
0	7	5	d	0	0	0
0	7	5	e	0	0	0
0	7	5	f	0	0	0
0	7	5	10	0	0	0
0	7	5	11	0	0	0
0	7	5	12	0	0	0
0	7	5	13	0	0	0
0	7	5	14	0	0	0
0	7	5	15	0	0	0
0	7	5	16	0	0	0
0	7	5	17	0	0	0
0	7	5	18	0	0	0
0	7	5	19	0	0	0
0	7	5	1a	0	0	0
0	7	5	1b	0	0	0
0	7	5	1c	0	0	0
0	7	5	1d	0	0	0
0	7	5	1e	0	0	0
0	7	5	1f	0	0	0
0	7	6	0	0	0	0
0	7	6	1	0	0	0
0	7	6	2	0	0	0
0	7	6	3	0	0	0
0	7	6	4	0	0	0
0	7	6	5	0	0	0
0	7	6	6	0	0	0
0	7	6	7	0	0	0
0	7	6	8	0	0	0
0	7	6	9	0	0	0
0	7	6	a	0	0	0
0	7	6	b	0	0	0
0	7	6	c	0	0	0
0	7	6	d	0	0	0
0	7	6	e	0	0	0
0	7	6	f	0	0	0
0	7	6	10	0	0	0
0	7	6	11	0	0	0
0	7	6	12	0	0	0
0	7	6	13	0	0	0
0	7	6	14	0	0	0
0	7	6	15	0	0	0
0	7	6	16	0	0	0
0	7	6	17	0	0	0
0	7	6	18	0	0	0
0	7	6	19	0	0	0
0	7	6	1a	0	0	0
0	7	6	1b	0	0	0
0	7	6	1c	0	0	0
0	7	6	1d	0	0	0
0	7	6	1e	0	0	0
0	7	6	1f	0	0	0
0	8	0	0	0	0	0
0	8	0	1	0	0	0
0	8	0	2	0	0	0
0	8	0	3	0	0	0
0	8	0	4	0	0	0
0	8	0	5	0	0	0
0	8	0	6	0	0	0
0	8	0	7	0	0	0
0	8	0	8	0	0	0
0	8	0	9	0	0	0
0	8	0	a	0	0	0
0	8	0	b	2e	0	2e
0	8	0	c	0	0	0
0	8	0	d	0	0	0
0	8	0	e	0	0	0
0	8	0	f	0	0	0
0	8	0	10	0	0	0
0	8	0	11	0	0	0
0	8	0	12	0	0	0
0	8	0	13	0	0	0
0	8	0	14	0	0	0
0	8	0	15	0	0	0
0	8	0	16	0	0	0
0	8	0	17	0	0	0
0	8	0	18	0	0	0
0	8	0	19	0	0	0
0	8	0	1a	0	0	0
0	8	0	1b	0	0	0
0	8	0	1c	0	0	0
0	8	0	1d	0	0	0
0	8	0	1e	0	0	0
0	8	0	1f	0	0	0
0	8	1	0	0	0	0
0	8	1	1	0	0	0
0	8	1	2	0	0	0
0	8	1	3	0	0	0
0	8	1	4	0	0	0
0	8	1	5	0	0	0
0	8	1	6	0	0	0
0	8	1	7	0	0	0
0	8	1	8	0	0	0
0	8	1	9	0	0	0
0	8	1	a	0	0	0
0	8	1	b	3f	0	3f
0	8	1	c	0	0	0
0	8	1	d	0	0	0
0	8	1	e	0	0	0
0	8	1	f	0	0	0
0	8	1	10	0	0	0
0	8	1	11	0	0	0
0	8	1	12	0	0	0
0	8	1	13	0	0	0
0	8	1	14	0	0	0
0	8	1	15	0	0	0
0	8	1	16	0	0	0
0	8	1	17	0	0	0
0	8	1	18	0	0	0
0	8	1	19	0	0	0
0	8	1	1a	0	0	0
0	8	1	1b	0	0	0
0	8	1	1c	0	0	0
0	8	1	1d	0	0	0
0	8	1	1e	0	0	0
0	8	1	1f	0	0	0
0	8	2	0	0	0	0
0	8	2	1	0	0	0
0	8	2	2	0	0	0
0	8	2	3	0	0	0
0	8	2	4	0	0	0
0	8	2	5	0	0	0
0	8	2	6	0	0	0
0	8	2	7	0	0	0
0	8	2	8	0	0	0
0	8	2	9	0	0	0
0	8	2	a	0	0	0
0	8	2	b	b	0	b
0	8	2	c	0	0	0
0	8	2	d	0	0	0
0	8	2	e	0	0	0
0	8	2	f	0	0	0
0	8	2	10	0	0	0
0	8	2	11	0	0	0
0	8	2	12	0	0	0
0	8	2	13	0	0	0
0	8	2	14	0	0	0
0	8	2	15	0	0	0
0	8	2	16	0	0	0
0	8	2	17	0	0	0
0	8	2	18	0	0	0
0	8	2	19	0	0	0
0	8	2	1a	0	0	0
0	8	2	1b	0	0	0
0	8	2	1c	0	0	0
0	8	2	1d	0	0	0
0	8	2	1e	0	0	0
0	8	2	1f	0	0	0
0	8	3	0	0	0	0
0	8	3	1	0	0	0
0	8	3	2	0	0	0
0	8	3	3	0	0	0
0	8	3	4	0	0	0
0	8	3	5	0	0	0
0	8	3	6	0	0	0
0	8	3	7	0	0	0
0	8	3	8	0	0	0
0	8	3	9	0	0	0
0	8	3	a	0	0	0
0	8	3	b	1e	0	1e
0	8	3	c	0	0	0
0	8	3	d	0	0	0
0	8	3	e	0	0	0
0	8	3	f	0	0	0
0	8	3	10	0	0	0
0	8	3	11	0	0	0
0	8	3	12	0	0	0
0	8	3	13	0	0	0
0	8	3	14	0	0	0
0	8	3	15	0	0	0
0	8	3	16	0	0	0
0	8	3	17	0	0	0
0	8	3	18	0	0	0
0	8	3	19	0	0	0
0	8	3	1a	0	0	0
0	8	3	1b	0	0	0
0	8	3	1c	0	0	0
0	8	3	1d	0	0	0
